employee_id,company_id,country,industry,company_size,employment_type,role,years_experience,years_at_company,remote_ratio,total_comp_usd
E101465,C086,SG,FinTech,Mid,Full-time,QA Engineer,12,6,100,117697.78
E101466,C042,SG,AI,Mid,Full-time,ML Engineer,7,1,50,160676.3
E101467,C062,IN,E-commerce,Enterprise,Full-time,Data Scientist,20,4,50,100083.24
E101468,C069,IN,Gaming,Startup,Full-time,QA Engineer,18,2,0,33890.6
E101469,C039,CA,AI,Startup,Full-time,QA Engineer,8,1,100,165763.24
E101470,C089,IN,FinTech,Mid,Full-time,Data Scientist,3,3,50,48941.89
E101471,C028,ES,Cybersecurity,Large,Full-time,Software Engineer,12,5,100,93065.22
E101472,C083,US,E-commerce,Enterprise,Full-time,Data Engineer,2,2,100,233682.0
E101473,C019,SG,E-commerce,Large,Full-time,Senior Software Engineer,0,0,100,167608.89
E101474,C072,IN,Consulting,Enterprise,Full-time,Senior Software Engineer,8,8,0,49024.61
E101475,C084,AE,FinTech,Large,Full-time,Data Engineer,16,4,100,232614.71
E101476,C030,FR,Cybersecurity,Large,Full-time,Senior Software Engineer,17,3,0,74325.0
E101477,C026,IN,HealthTech,Large,Full-time,Engineering Manager,2,2,100,74108.7
E101478,C095,US,AI,Mid,Full-time,Data Scientist,7,3,0,233457.0
E101479,C064,US,FinTech,Large,Full-time,Software Engineer,13,5,50,180122.0
E101480,C087,DE,Cybersecurity,Large,Contract,Senior Software Engineer,13,10,100,110166.3
E101481,C095,NL,FinTech,Large,Full-time,Software Engineer,19,0,50,161340.22
E101482,C095,FR,HealthTech,Mid,Full-time,ML Engineer,3,1,100,112998.91
E101483,C082,UK,HealthTech,Enterprise,Full-time,Senior Software Engineer,17,2,100,198730.38
E101484,C062,CA,Gaming,Enterprise,Full-time,Senior Software Engineer,11,2,100,138132.35
E101485,C095,US,FinTech,Mid,Full-time,Senior Software Engineer,20,10,100,249607.0
E101486,C034,SG,FinTech,Enterprise,Full-time,Senior Software Engineer,19,0,100,202175.56
E101487,C055,SG,Consulting,Large,Full-time,DevOps Engineer,12,9,100,213261.48
E101488,C046,CA,Telecom,Large,Full-time,Data Scientist,19,5,100,165645.59
E101489,C035,IN,Cybersecurity,Large,Full-time,Senior Software Engineer,6,3,100,56577.8
E101490,C033,NL,Cloud,Startup,Full-time,DevOps Engineer,8,8,100,116097.83
E101491,C098,CA,E-commerce,Large,Full-time,Senior Software Engineer,13,3,0,176504.41
E101492,C036,DE,Telecom,Mid,Full-time,Senior Software Engineer,6,6,0,124066.3
E101493,C011,CA,E-commerce,Large,Full-time,Product Manager,12,4,100,171416.91
E101494,C043,SG,Cloud,Large,Full-time,ML Engineer,20,4,50,119047.41
E101495,C038,US,Telecom,Startup,Full-time,Product Manager,3,3,0,223275.0
E101496,C094,NL,Consulting,Large,Full-time,Engineering Manager,9,5,0,178978.26
E101497,C078,US,HealthTech,Large,Full-time,Data Scientist,6,6,100,256291.0
E101498,C050,UK,E-commerce,Mid,Full-time,Security Engineer,3,3,100,107510.13
E101499,C083,US,Consulting,Large,Full-time,Data Engineer,5,5,50,175332.0
E101500,C041,UK,E-commerce,Enterprise,Full-time,Software Engineer,2,2,100,107113.92
E101501,C023,FR,Cloud,Enterprise,Full-time,Data Scientist,10,10,100,156090.22
E101502,C064,SG,HealthTech,Mid,Full-time,DevOps Engineer,10,10,75,102165.93
E101503,C063,US,HealthTech,Startup,Full-time,Senior Software Engineer,4,4,50,255494.0
E101504,C029,ES,EdTech,Large,Full-time,Software Engineer,2,0,50,73563.04
E101505,C018,US,FinTech,Large,Full-time,Software Engineer,17,10,25,189455.0
E101506,C001,SG,Cybersecurity,Large,Full-time,Engineering Manager,12,0,50,282034.07
E101507,C039,NL,Cybersecurity,Mid,Full-time,Senior Software Engineer,5,0,75,150847.83
E101508,C073,UK,FinTech,Large,Full-time,Senior Software Engineer,18,0,25,242663.29
E101509,C081,US,HealthTech,Large,Full-time,DevOps Engineer,6,1,100,255791.0
E101510,C034,DE,Cloud,Large,Full-time,Senior Software Engineer,2,2,100,139629.35
E101511,C067,NL,Gaming,Startup,Full-time,Data Engineer,13,8,100,173067.39
E101512,C024,DE,Cloud,Enterprise,Full-time,ML Engineer,18,7,0,155141.3
E101513,C019,US,HealthTech,Startup,Full-time,Product Manager,11,9,100,209617.0
E101514,C054,CA,E-commerce,Enterprise,Full-time,Product Manager,8,4,25,155092.65
E101515,C032,AE,Telecom,Large,Contract,Senior Software Engineer,7,7,100,126679.56
E101516,C017,CA,Cloud,Mid,Full-time,DevOps Engineer,6,6,75,81525.0
E101517,C025,FR,HealthTech,Enterprise,Full-time,Software Engineer,5,1,50,79017.39
E101518,C028,NL,FinTech,Startup,Full-time,Data Scientist,7,1,100,97710.87
E101519,C032,IN,EdTech,Mid,Full-time,Product Manager,17,9,100,49153.82
E101520,C052,IN,E-commerce,Large,Full-time,Software Engineer,2,1,50,28435.73
E101521,C088,DE,Consulting,Enterprise,Full-time,Engineering Manager,3,2,25,169361.96
E101522,C098,AE,Consulting,Large,Full-time,Software Engineer,11,3,25,120241.42
E101523,C058,UK,AI,Mid,Full-time,Product Manager,8,4,100,141525.32
E101524,C025,US,Cloud,Mid,Full-time,Data Engineer,12,9,50,249344.0
E101525,C020,IN,Consulting,Mid,Contract,Data Engineer,3,3,100,34592.81
E101526,C047,NL,Cloud,Large,Full-time,Product Manager,8,2,0,133284.78
E101527,C068,IN,HealthTech,Enterprise,Full-time,DevOps Engineer,13,3,100,73293.96
E101528,C053,AE,FinTech,Enterprise,Full-time,Engineering Manager,1,1,50,181491.01
E101529,C014,US,Cloud,Enterprise,Full-time,Software Engineer,4,4,75,158010.0
E101530,C072,US,Consulting,Large,Full-time,QA Engineer,13,4,100,185958.0
E101531,C032,CA,Cloud,Mid,Full-time,Senior Software Engineer,15,1,100,150866.18
E101532,C053,NL,Telecom,Startup,Full-time,Software Engineer,20,1,0,111711.96
E101533,C086,IN,FinTech,Enterprise,Full-time,Data Scientist,20,9,50,49232.41
E101534,C074,CA,Cybersecurity,Enterprise,Full-time,Product Manager,9,7,25,180528.68
E101535,C053,CA,HealthTech,Large,Full-time,Engineering Manager,20,4,50,186931.62
E101536,C087,IN,Consulting,Mid,Full-time,Senior Software Engineer,9,5,0,42760.63
E101537,C021,SG,AI,Large,Contract,Software Engineer,20,0,100,150674.81
E101538,C029,US,E-commerce,Startup,Full-time,Data Engineer,15,8,75,223256.0
E101539,C027,IN,FinTech,Mid,Full-time,Data Engineer,10,9,100,51038.81
E101540,C084,US,Cloud,Mid,Full-time,DevOps Engineer,7,2,0,193639.0
E101541,C084,IN,E-commerce,Large,Full-time,QA Engineer,18,10,100,52100.24
E101542,C027,IN,Gaming,Startup,Full-time,Engineering Manager,11,6,100,73051.76
E101543,C020,DE,E-commerce,Startup,Full-time,Software Engineer,8,3,100,111902.17
E101544,C081,UK,Consulting,Startup,Contract,Security Engineer,6,4,50,121650.63
E101545,C046,UK,FinTech,Enterprise,Full-time,Engineering Manager,20,8,100,362346.84
E101546,C064,UK,Consulting,Enterprise,Full-time,ML Engineer,6,5,25,155612.66
E101547,C020,UK,Telecom,Large,Full-time,Engineering Manager,5,2,25,198529.11
E101548,C057,US,Cloud,Enterprise,Full-time,QA Engineer,12,2,25,164100.0
E101549,C069,US,FinTech,Startup,Full-time,Software Engineer,8,2,100,156311.0
E101550,C047,US,FinTech,Startup,Full-time,DevOps Engineer,4,4,100,205899.0
E101551,C083,DE,Cybersecurity,Large,Full-time,Data Engineer,2,2,0,112278.26
E101552,C055,IN,HealthTech,Startup,Full-time,QA Engineer,1,1,0,34750.69
E101553,C054,NL,Telecom,Startup,Full-time,Data Engineer,0,0,100,106671.74
E101554,C024,IN,Telecom,Mid,Full-time,Product Manager,18,2,100,86026.0
E101555,C067,SG,FinTech,Enterprise,Full-time,Senior Software Engineer,9,5,50,183470.37
E101556,C050,CA,Cloud,Large,Full-time,Software Engineer,0,0,50,67440.44
E101557,C065,CA,FinTech,Startup,Full-time,Engineering Manager,14,8,25,211616.18
E101558,C061,ES,EdTech,Startup,Full-time,DevOps Engineer,9,7,100,71785.87
E101559,C037,AE,Consulting,Startup,Full-time,Data Scientist,5,5,100,133094.28
E101560,C039,ES,AI,Enterprise,Full-time,ML Engineer,5,4,100,172346.74
E101561,C032,CA,Gaming,Mid,Full-time,Software Engineer,9,4,100,117379.41
E101562,C039,IN,FinTech,Startup,Full-time,Senior Software Engineer,6,6,100,65901.72
E101563,C085,US,Telecom,Mid,Contract,DevOps Engineer,0,0,0,165468.0
E101564,C035,IN,Cybersecurity,Startup,Full-time,Data Engineer,9,3,100,50869.4
E101565,C013,UK,Telecom,Enterprise,Contract,Security Engineer,8,8,75,209010.13
E101566,C082,SG,EdTech,Startup,Full-time,QA Engineer,7,5,100,75828.15
E101567,C022,IN,Consulting,Mid,Full-time,Software Engineer,15,10,50,37050.31
E101568,C039,UK,EdTech,Enterprise,Full-time,Data Engineer,4,1,100,191337.97
E101569,C021,DE,Gaming,Mid,Full-time,Software Engineer,4,4,100,96607.61
E101570,C059,US,HealthTech,Enterprise,Full-time,DevOps Engineer,4,1,0,165743.0
E101571,C027,IN,Telecom,Enterprise,Full-time,Security Engineer,9,3,0,60297.25
E101572,C098,CA,Consulting,Mid,Full-time,Engineering Manager,9,9,50,163155.15
E101573,C043,SG,Telecom,Startup,Full-time,Software Engineer,11,4,100,152727.41
E101574,C004,IN,E-commerce,Large,Contract,DevOps Engineer,4,4,100,40812.73
E101575,C056,DE,Cybersecurity,Large,Full-time,Security Engineer,18,6,100,196707.61
E101576,C022,AE,Consulting,Large,Full-time,ML Engineer,7,5,100,165182.83
E101577,C036,SG,EdTech,Mid,Full-time,Software Engineer,6,6,50,101085.93
E101578,C093,AE,Cloud,Mid,Contract,ML Engineer,17,10,0,99946.05
E101579,C018,DE,EdTech,Mid,Full-time,Data Engineer,5,5,50,65971.74
E101580,C072,NL,HealthTech,Mid,Full-time,ML Engineer,20,1,100,139293.48
E101581,C069,ES,FinTech,Large,Full-time,Senior Software Engineer,14,1,75,91317.39
E101582,C038,CA,FinTech,Mid,Full-time,Engineering Manager,19,1,25,175000.74
E101583,C045,SG,Gaming,Enterprise,Full-time,Software Engineer,2,2,100,130436.3
E101584,C009,ES,FinTech,Enterprise,Contract,DevOps Engineer,12,0,100,105567.39
E101585,C048,US,AI,Startup,Full-time,DevOps Engineer,7,7,100,179800.0
E101586,C052,CA,FinTech,Mid,Full-time,DevOps Engineer,10,7,0,100603.68
E101587,C060,US,EdTech,Mid,Full-time,Data Engineer,3,3,100,162675.0
E101588,C079,US,Consulting,Mid,Full-time,Engineering Manager,7,4,25,260753.0
E101589,C093,US,Gaming,Enterprise,Full-time,Data Engineer,7,7,0,241173.0
E101590,C043,SG,Gaming,Startup,Full-time,Data Scientist,8,0,100,121728.15
E101591,C089,UK,HealthTech,Startup,Full-time,Data Scientist,20,10,0,175311.39
E101592,C085,US,FinTech,Enterprise,Full-time,Product Manager,2,2,0,286928.0
E101593,C031,US,Cloud,Large,Full-time,Software Engineer,10,1,100,164714.0
E101594,C030,US,E-commerce,Large,Full-time,Engineering Manager,7,7,100,243838.0
E101595,C054,IN,Gaming,Enterprise,Full-time,Software Engineer,14,0,0,66865.69
E101596,C050,US,FinTech,Mid,Full-time,Data Scientist,2,0,100,145516.0
E101597,C038,UK,AI,Large,Full-time,Software Engineer,1,1,25,126756.96
E101598,C010,FR,Consulting,Mid,Full-time,Data Engineer,19,10,75,134322.83
E101599,C080,UK,Gaming,Large,Full-time,Senior Software Engineer,3,3,0,123102.53
E101600,C053,CA,Cloud,Large,Full-time,Security Engineer,3,3,0,75550.74
E101601,C018,CA,Cybersecurity,Mid,Contract,ML Engineer,16,0,50,111508.82
E101602,C087,US,Cloud,Startup,Full-time,DevOps Engineer,7,5,0,222681.0
E101603,C093,IN,Telecom,Enterprise,Full-time,Data Engineer,12,7,100,65371.24
E101604,C016,US,Cybersecurity,Large,Full-time,Senior Software Engineer,3,3,75,199118.0
E101605,C053,CA,FinTech,Mid,Full-time,Software Engineer,11,7,100,110458.82
E101606,C061,IN,Cybersecurity,Mid,Full-time,Software Engineer,19,1,100,53204.81
E101607,C024,IN,AI,Large,Full-time,Data Scientist,2,2,0,30215.66
E101608,C032,DE,Cybersecurity,Large,Contract,Data Engineer,14,2,0,121569.57
E101609,C039,US,Cloud,Large,Full-time,Data Scientist,18,10,25,290610.0
E101610,C036,DE,EdTech,Startup,Full-time,Software Engineer,17,0,100,119491.3
E101611,C068,UK,Cloud,Large,Full-time,Product Manager,16,7,100,270816.46
E101612,C001,IN,Cybersecurity,Startup,Full-time,Data Scientist,12,5,75,49246.28
E101613,C066,CA,Cloud,Large,Full-time,Software Engineer,12,4,50,81440.44
E101614,C054,FR,FinTech,Enterprise,Full-time,Data Scientist,7,1,0,127975.0
E101615,C076,US,HealthTech,Large,Full-time,Security Engineer,18,10,50,349743.0
E101616,C099,IN,Telecom,Large,Full-time,Data Scientist,15,0,100,46515.96
E101617,C044,DE,FinTech,Enterprise,Full-time,Engineering Manager,0,0,100,140629.35
E101618,C015,ES,AI,Mid,Full-time,Data Engineer,20,1,100,77859.78
E101619,C044,US,Gaming,Enterprise,Full-time,QA Engineer,11,6,100,190614.0
E101620,C024,US,Telecom,Large,Full-time,Security Engineer,16,8,75,362834.0
E101621,C051,DE,Cybersecurity,Startup,Full-time,Senior Software Engineer,11,8,75,134669.57
E101622,C023,US,HealthTech,Startup,Full-time,QA Engineer,6,6,50,140509.0
E101623,C002,AE,Consulting,Large,Full-time,Data Scientist,10,1,0,188906.27
E101624,C057,US,Gaming,Mid,Full-time,Engineering Manager,10,7,0,264115.0
E101625,C033,IN,Consulting,Large,Contract,Security Engineer,4,4,50,41897.99
E101626,C019,CA,Telecom,Enterprise,Full-time,Data Engineer,16,0,100,164267.65
E101627,C001,FR,Consulting,Enterprise,Full-time,Engineering Manager,0,0,50,121679.35
E101628,C096,FR,FinTech,Startup,Full-time,QA Engineer,5,5,100,65178.26
E101629,C084,ES,E-commerce,Mid,Full-time,Data Engineer,19,0,0,86142.39
E101630,C070,IN,Cloud,Enterprise,Full-time,Software Engineer,20,0,100,66488.6
E101631,C038,AE,Telecom,Large,Full-time,Security Engineer,9,5,0,172427.79
E101632,C063,UK,Telecom,Startup,Full-time,Software Engineer,7,4,100,169593.67
E101633,C054,ES,AI,Startup,Full-time,Data Scientist,7,3,50,68941.3
E101634,C001,US,EdTech,Large,Full-time,Security Engineer,19,7,100,190987.0
E101635,C092,DE,Consulting,Large,Full-time,Senior Software Engineer,8,1,100,144222.83
E101636,C048,US,Cloud,Startup,Full-time,Software Engineer,11,9,0,213482.0
E101637,C047,US,HealthTech,Enterprise,Full-time,QA Engineer,13,8,100,189902.0
E101638,C081,IN,EdTech,Mid,Full-time,Data Scientist,5,1,25,39883.67
E101639,C072,ES,Telecom,Enterprise,Full-time,Security Engineer,11,9,50,89030.43
E101640,C051,ES,Cybersecurity,Enterprise,Full-time,Data Scientist,11,4,100,111619.57
E101641,C086,NL,E-commerce,Large,Full-time,Software Engineer,15,3,100,159636.96
E101642,C074,IN,AI,Mid,Contract,ML Engineer,8,2,100,53895.37
E101643,C058,SG,Consulting,Mid,Full-time,Senior Software Engineer,4,4,50,142662.96
E101644,C069,US,Cybersecurity,Enterprise,Full-time,Senior Software Engineer,10,8,50,211864.0
E101645,C017,DE,Gaming,Large,Full-time,Senior Software Engineer,15,4,100,112804.35
E101646,C093,IN,Cybersecurity,Large,Full-time,Senior Software Engineer,10,8,0,62799.12
E101647,C089,ES,EdTech,Startup,Contract,Software Engineer,20,6,100,83367.39
E101648,C037,IN,Cybersecurity,Mid,Full-time,Engineering Manager,0,0,75,51597.89
E101649,C004,NL,Cloud,Startup,Full-time,Software Engineer,8,8,100,109092.39
E101650,C083,ES,Telecom,Large,Full-time,Senior Software Engineer,13,4,50,80293.48
E101651,C051,ES,Consulting,Mid,Full-time,Data Engineer,11,3,100,94882.61
E101652,C027,ES,Telecom,Large,Full-time,Senior Software Engineer,1,1,25,124953.26
E101653,C100,SG,Gaming,Enterprise,Full-time,Security Engineer,15,7,75,160919.26
E101654,C056,US,HealthTech,Startup,Full-time,QA Engineer,16,5,100,176872.0
E101655,C021,DE,HealthTech,Enterprise,Full-time,DevOps Engineer,12,6,0,204053.26
E101656,C062,DE,Cloud,Large,Full-time,ML Engineer,2,2,75,146297.83
E101657,C077,NL,Cloud,Mid,Full-time,Senior Software Engineer,0,0,75,88207.61
E101658,C045,IN,EdTech,Startup,Full-time,Software Engineer,0,0,100,23078.64
E101659,C069,US,FinTech,Mid,Full-time,Software Engineer,20,2,100,248777.0
E101660,C011,DE,HealthTech,Mid,Full-time,Security Engineer,20,5,100,250781.52
E101661,C028,IN,Telecom,Mid,Contract,Senior Software Engineer,9,3,75,49152.57
E101662,C044,CA,Cloud,Mid,Full-time,Senior Software Engineer,10,1,100,84565.44
E101663,C012,US,E-commerce,Large,Full-time,Security Engineer,5,0,0,168529.0
E101664,C020,UK,AI,Mid,Full-time,Product Manager,8,8,0,191337.97
E101665,C054,CA,AI,Large,Full-time,DevOps Engineer,18,8,0,159082.35
E101666,C049,IN,AI,Enterprise,Full-time,ML Engineer,2,2,0,43492.82
E101667,C037,US,Gaming,Enterprise,Contract,DevOps Engineer,20,3,100,177968.0
E101668,C003,FR,Cybersecurity,Mid,Full-time,Product Manager,4,4,100,96656.52
E101669,C040,NL,Cybersecurity,Mid,Contract,QA Engineer,0,0,100,66159.78
E101670,C049,NL,Consulting,Startup,Full-time,Data Scientist,19,0,50,140397.83
E101671,C099,US,Consulting,Enterprise,Full-time,Product Manager,18,5,75,268176.0
E101672,C038,US,EdTech,Mid,Full-time,Security Engineer,15,10,0,184228.0
E101673,C052,IN,Cybersecurity,Large,Full-time,Software Engineer,16,8,100,50678.17
E101674,C002,US,Gaming,Mid,Full-time,Software Engineer,20,6,100,188386.0
E101675,C018,UK,Gaming,Startup,Full-time,Software Engineer,9,3,75,110703.8
E101676,C063,UK,Gaming,Large,Full-time,Product Manager,7,4,25,141359.49
E101677,C049,US,EdTech,Startup,Full-time,ML Engineer,10,2,50,168381.0
E101678,C032,DE,E-commerce,Mid,Full-time,DevOps Engineer,15,3,100,80970.65
E101679,C040,IN,Gaming,Enterprise,Contract,Senior Software Engineer,1,1,25,37377.54
E101680,C059,IN,Gaming,Large,Full-time,Security Engineer,5,1,25,39456.4
E101681,C044,US,EdTech,Startup,Full-time,Product Manager,6,6,75,268897.0
E101682,C089,IN,E-commerce,Startup,Full-time,Data Scientist,6,5,0,36569.57
E101683,C022,US,Cloud,Large,Full-time,Software Engineer,15,3,100,272803.0
E101684,C087,IN,EdTech,Large,Full-time,Software Engineer,9,1,75,34007.22
E101685,C093,UK,HealthTech,Large,Full-time,Software Engineer,0,0,100,116226.58
E101686,C051,US,Gaming,Large,Contract,Software Engineer,14,3,50,162139.0
E101687,C018,IN,HealthTech,Mid,Full-time,Security Engineer,20,6,100,62372.88
E101688,C048,NL,Cybersecurity,Large,Full-time,Software Engineer,20,5,75,164193.48
E101689,C091,DE,Telecom,Mid,Full-time,Senior Software Engineer,6,6,100,96831.52
E101690,C054,CA,EdTech,Mid,Full-time,Senior Software Engineer,4,0,100,140737.5
E101691,C063,UK,Gaming,Large,Full-time,Software Engineer,14,1,0,169040.51
E101692,C040,DE,Cybersecurity,Large,Full-time,Data Engineer,14,8,0,135204.35
E101693,C059,FR,Cybersecurity,Large,Full-time,Security Engineer,19,8,50,69232.61
E101694,C030,DE,HealthTech,Startup,Full-time,Senior Software Engineer,0,0,100,82704.35
E101695,C027,UK,E-commerce,Startup,Full-time,Senior Software Engineer,18,4,100,248024.05
E101696,C016,FR,AI,Startup,Full-time,Product Manager,5,2,100,132934.78
E101697,C070,US,Gaming,Mid,Full-time,Software Engineer,4,2,75,226038.0
E101698,C092,US,Consulting,Enterprise,Full-time,Security Engineer,14,4,100,252066.0
E101699,C036,US,AI,Enterprise,Full-time,Data Scientist,2,2,25,244918.0
E101700,C007,CA,FinTech,Startup,Full-time,Data Scientist,2,2,100,163035.29
E101701,C041,FR,Cybersecurity,Large,Full-time,Software Engineer,20,2,100,89894.57
E101702,C035,US,HealthTech,Large,Full-time,Data Scientist,12,5,100,253982.0
E101703,C063,IN,E-commerce,Startup,Full-time,QA Engineer,7,7,0,28784.29
E101704,C017,US,Cybersecurity,Mid,Full-time,Software Engineer,17,6,75,190625.0
E101705,C079,NL,Cloud,Large,Full-time,Software Engineer,16,6,75,151517.39
E101706,C007,IN,Gaming,Startup,Full-time,Data Scientist,19,2,0,75648.06
E101707,C039,US,Telecom,Mid,Full-time,ML Engineer,14,1,100,372685.0
E101708,C018,US,EdTech,Mid,Full-time,Software Engineer,2,0,50,130419.0
E101709,C088,UK,E-commerce,Mid,Full-time,QA Engineer,9,4,100,124145.57
E101710,C046,SG,Consulting,Mid,Full-time,Software Engineer,11,4,75,90409.63
E101711,C092,US,FinTech,Startup,Full-time,QA Engineer,3,3,75,84546.0
E101712,C056,NL,AI,Startup,Contract,Data Engineer,19,8,50,165989.13
E101713,C076,FR,Consulting,Mid,Full-time,Data Scientist,2,2,100,80642.39
E101714,C090,FR,Cybersecurity,Mid,Full-time,Data Engineer,5,4,75,75394.57
E101715,C083,SG,Gaming,Mid,Contract,Data Scientist,9,4,50,129050.37
E101716,C069,DE,Consulting,Mid,Full-time,QA Engineer,3,3,0,88477.17
E101717,C080,UK,Consulting,Large,Full-time,Data Engineer,3,3,100,129431.65
E101718,C081,SG,Gaming,Mid,Full-time,ML Engineer,12,1,0,115752.59
E101719,C067,US,Cloud,Startup,Full-time,ML Engineer,1,1,50,172703.0
E101720,C056,US,Cloud,Large,Full-time,Data Scientist,15,9,100,255631.0
E101721,C051,DE,Telecom,Mid,Full-time,Software Engineer,4,3,50,127856.52
E101722,C021,CA,Consulting,Large,Full-time,Senior Software Engineer,17,2,0,197738.24
E101723,C058,CA,Consulting,Mid,Full-time,DevOps Engineer,0,0,100,79552.21
E101724,C085,IN,Cybersecurity,Startup,Full-time,Software Engineer,17,5,100,43336.89
E101725,C086,US,AI,Large,Full-time,Data Engineer,10,4,50,343385.0
E101726,C048,US,AI,Startup,Contract,Data Scientist,15,4,50,253052.0
E101727,C049,NL,Consulting,Mid,Full-time,Product Manager,10,10,0,215796.74
E101728,C078,US,Consulting,Enterprise,Full-time,Product Manager,6,6,50,195320.0
E101729,C099,IN,Consulting,Large,Full-time,ML Engineer,15,4,75,68059.08
E101730,C001,FR,Consulting,Enterprise,Full-time,Data Engineer,18,0,0,109358.7
E101731,C071,IN,Gaming,Startup,Full-time,ML Engineer,7,7,100,45077.82
E101732,C045,IN,HealthTech,Mid,Full-time,Software Engineer,2,2,100,26893.7
E101733,C024,CA,Cybersecurity,Mid,Full-time,Software Engineer,11,7,75,126393.38
E101734,C034,FR,HealthTech,Enterprise,Contract,DevOps Engineer,7,3,50,102652.17
E101735,C100,AE,FinTech,Large,Contract,Product Manager,11,8,100,106415.8
E101736,C030,IN,Cybersecurity,Large,Full-time,Software Engineer,14,5,0,51907.88
E101737,C051,ES,Cybersecurity,Large,Full-time,Data Scientist,12,0,0,95269.57
E101738,C068,NL,AI,Large,Full-time,ML Engineer,11,1,0,136616.3
E101739,C027,IN,Telecom,Large,Full-time,Data Engineer,17,8,100,40638.36
E101740,C083,IN,Telecom,Large,Contract,QA Engineer,7,2,25,26324.59
E101741,C008,DE,EdTech,Mid,Contract,Software Engineer,12,2,100,86917.39
E101742,C087,UK,Gaming,Large,Full-time,Data Engineer,20,2,50,194860.76
E101743,C070,IN,Cloud,Large,Full-time,DevOps Engineer,8,2,25,44566.27
E101744,C081,IN,AI,Mid,Full-time,DevOps Engineer,19,10,25,31774.96
E101745,C010,IN,E-commerce,Enterprise,Full-time,Data Engineer,19,1,0,40138.72
E101746,C082,CA,HealthTech,Startup,Full-time,Software Engineer,19,6,100,110729.41
E101747,C029,SG,Cloud,Mid,Full-time,Software Engineer,5,2,100,104245.19
E101748,C084,NL,HealthTech,Enterprise,Full-time,Software Engineer,4,3,75,142692.39
E101749,C036,IN,HealthTech,Mid,Full-time,Software Engineer,10,4,50,43748.35
E101750,C070,IN,E-commerce,Large,Full-time,ML Engineer,0,0,50,46583.42
E101751,C100,IN,Cybersecurity,Mid,Full-time,Data Scientist,17,6,100,59133.88
E101752,C076,NL,Cybersecurity,Mid,Full-time,QA Engineer,9,1,25,149695.65
E101753,C009,IN,EdTech,Startup,Full-time,Software Engineer,14,0,100,28507.2
E101754,C023,US,Cybersecurity,Large,Full-time,Software Engineer,12,10,0,152894.0
E101755,C013,US,E-commerce,Mid,Full-time,Software Engineer,9,8,0,122719.0
E101756,C096,IN,Consulting,Mid,Full-time,ML Engineer,19,8,0,79840.33
E101757,C033,IN,Gaming,Large,Full-time,Senior Software Engineer,8,7,0,38459.12
E101758,C051,US,Telecom,Mid,Full-time,QA Engineer,19,2,0,133980.0
E101759,C058,SG,Consulting,Large,Full-time,Product Manager,8,8,100,143146.67
E101760,C027,ES,HealthTech,Mid,Full-time,Software Engineer,0,0,100,42206.52
E101761,C037,NL,FinTech,Enterprise,Full-time,Software Engineer,15,1,0,167051.09
E101762,C046,UK,HealthTech,Large,Full-time,ML Engineer,19,1,50,194659.49
E101763,C002,FR,Consulting,Startup,Full-time,Software Engineer,6,0,100,110084.78
E101764,C083,US,AI,Mid,Full-time,Data Scientist,17,4,50,234641.0
E101765,C091,IN,E-commerce,Mid,Full-time,Software Engineer,2,2,100,36808.12
E101766,C070,US,AI,Enterprise,Full-time,DevOps Engineer,20,3,100,204614.0
E101767,C044,US,Telecom,Enterprise,Full-time,Senior Software Engineer,6,6,25,194222.0
E101768,C016,NL,AI,Mid,Full-time,Data Engineer,20,4,100,101343.48
E101769,C033,SG,FinTech,Mid,Full-time,Data Scientist,18,10,100,140937.78
E101770,C044,US,E-commerce,Startup,Full-time,Software Engineer,18,1,100,204947.0
E101771,C020,US,Consulting,Startup,Full-time,Senior Software Engineer,8,6,100,262700.0
E101772,C076,UK,Cybersecurity,Large,Full-time,QA Engineer,9,3,100,142401.27
E101773,C046,US,Cybersecurity,Enterprise,Full-time,Data Engineer,6,4,100,265354.0
E101774,C070,US,Consulting,Enterprise,Full-time,QA Engineer,4,4,50,167729.0
E101775,C052,IN,FinTech,Enterprise,Full-time,Software Engineer,5,4,0,39721.14
E101776,C019,UK,Consulting,Startup,Full-time,Product Manager,2,2,100,102372.15
E101777,C066,IN,HealthTech,Startup,Full-time,Data Engineer,7,7,100,53891.75
E101778,C075,IN,E-commerce,Enterprise,Full-time,DevOps Engineer,19,10,50,38713.83
E101779,C043,US,Gaming,Enterprise,Full-time,Security Engineer,6,6,100,303964.0
E101780,C068,US,Consulting,Mid,Full-time,Software Engineer,15,2,100,290790.0
E101781,C099,CA,HealthTech,Mid,Contract,ML Engineer,19,4,0,108627.21
E101782,C025,FR,HealthTech,Mid,Full-time,Engineering Manager,6,6,0,120727.17
E101783,C089,IN,AI,Large,Full-time,Senior Software Engineer,19,8,100,77173.96
E101784,C031,FR,EdTech,Mid,Full-time,Senior Software Engineer,9,7,0,124123.91
E101785,C005,FR,HealthTech,Large,Contract,Senior Software Engineer,12,3,50,188696.74
E101786,C042,IN,AI,Mid,Full-time,Data Engineer,13,8,100,52305.25
E101787,C082,IN,EdTech,Startup,Full-time,Software Engineer,6,2,100,40934.52
E101788,C068,US,Telecom,Mid,Full-time,Data Engineer,9,9,100,273170.0
E101789,C034,DE,EdTech,Enterprise,Full-time,Data Engineer,19,7,100,163782.61
E101790,C096,US,E-commerce,Enterprise,Full-time,Software Engineer,13,10,25,262500.0
